intent_미납요금_조회	금월 핸드폰 콘텐츠 연체된 요금 얼마인지요?	금월	Relative_Month_Present	콘텐츠	Contents_Payment	핸드폰	Mobile	연체된 요금	Payment_Unpaid
intent_미납요금_조회	금월에 납부 안 한 소액결제 요금 조회하는 방법	소액결제	Micro_Payment	금월	Relative_Month_Present				
intent_미납요금_조회	금일 기준 미납 상태 로밍 요금	금일	Relative_Date_Present	로밍	Roaming				
intent_미납요금_조회	금일 기준 미납인 로밍 요금 조회	금일	Relative_Date_Present	로밍	Roaming				
intent_미납요금_조회	금일 기준 컨텐츠 요금 미납액 확인	금일	Relative_Date_Present	컨텐츠	Contents_Payment				
intent_미납요금_조회	금일 기준 컨텐츠 이용료 미납분 조회	금일	Relative_Date_Present	컨텐츠	Contents_Payment				
intent_미납요금_조회	금일까지 미납된 컨텐츠 사용료 확인	금일	Relative_Date_Present	컨텐츠	Contents_Payment				
intent_미납요금_조회	금일까지 미납된 컨텐츠 이용료 볼 수 있어요?	금일	Relative_Date_Present	컨텐츠	Contents_Payment				
intent_미납요금_조회	금일까지 미납인 로밍 요금 조회	금일	Relative_Date_Present	로밍	Roaming				
intent_미납요금_조회	금일까지 미납인 콘텐츠 이용료 조회	금일	Relative_Date_Present	콘텐츠	Contents_Payment				
intent_미납요금_조회	금일까지 미납한 콘텐츠 사용료 어떻게 보지?	금일	Relative_Date_Present	콘텐츠	Contents_Payment				
intent_미납요금_조회	금일까지 요금 중에 로밍 미납도 들어있는지?	금일	Relative_Date_Present	로밍	Roaming				
intent_미납요금_조회	나 담달에 연체된 폰 요금 얼마 내야 하니?	폰	Mobile	담달	Relative_Month_Future_1				
intent_미납요금_조회	나 당월 콘텐츠 연체 요금 있는지 조회해줘봐	당월	Relative_Month_Present	콘텐츠	Contents_Payment	연체 요금	Payment_Unpaid		
intent_미납요금_조회	나 로밍 요금 납부 못 한 거 있는지 확인해 줘	로밍	Roaming						
intent_미납요금_조회	나 로밍 요금 미납한 거 있는지 확인 좀	로밍	Roaming						
intent_미납요금_조회	나 로밍 요금 안 낸 거 있는지 확인 부탁해	로밍	Roaming						
intent_미납요금_조회	나 미납 금액에 로밍도 있어?	미납 금액	Payment_Unpaid	로밍	Roaming				
intent_미납요금_조회	나 미납 납부일 언젠지 가르쳐주라								
intent_미납요금_조회	나 미납 요금 납부 날짜 좀 확인할게	미납 요금	Payment_Unpaid						
intent_미납요금_조회	나 미납 요금 납부일 알려줘	미납 요금	Payment_Unpaid						
intent_미납요금_조회	나 미납 요금 납부일 언제야?	미납 요금	Payment_Unpaid						
intent_미납요금_조회	나 미납 요금 언제까지 내야 해?	미납 요금	Payment_Unpaid						
intent_미납요금_조회	나 미납 요금 중에 로밍 미납 있나?	로밍	Roaming	미납 요금	Payment_Unpaid				
intent_미납요금_조회	나 미납된 콘텐츠 요금 혹시 있니?	콘텐츠	Contents_Payment						
intent_미납요금_조회	나 미납료 납부일자 언제지?	미납료	Payment_Unpaid						
intent_미납요금_조회	나 미납료 내는 날 궁금해	미납료	Payment_Unpaid						
intent_미납요금_조회	나 미납한 로밍 요금 좀 확인해 줘	로밍	Roaming						
intent_미납요금_조회	나 미납한 요금에 로밍도 있어?	미납한 요금	Payment_Unpaid	로밍	Roaming				
intent_미납요금_조회	나 미납한 컨텐츠 요금 있어?	컨텐츠	Contents_Payment						
intent_미납요금_조회	나 스마트폰 미납료 납부일자가 언제지?	미납료	Payment_Unpaid	스마트폰	Mobile				
intent_미납요금_조회	나 아직 납부 안 한 금액에 로밍 요금도 포함되어 있나?	로밍	Roaming	납부 안 한 금액	Payment_Unpaid				
intent_미납요금_조회	나 아직 요금 못 낸 거 있는데 전화 정지되냐?								
intent_미납요금_조회	나 안 낸 컨텐츠 이용료 있는지 봐 줘	컨텐츠	Contents_Payment						
intent_미납요금_조회	나 언제부터 핸드폰 사용 못하냐	핸드폰	Mobile						
intent_미납요금_조회	나 연체 요금 납부일자 말해줘	연체 요금	Payment_Unpaid						
intent_미납요금_조회	나 연체 지불일 언젠지 알려줘								
intent_미납요금_조회	나 연체료 납부 예정일 좀 알려줘	연체료	Payment_Unpaid						
intent_미납요금_조회	나 요금 미납 상태인데 내 폰 언제 정지되는지 알고 싶어	폰	Mobile						
intent_미납요금_조회	나 요금 미납 상태인데 핸드폰 언제 끊길까	핸드폰	Mobile						
intent_미납요금_조회	나 요금 미납해가지고 폰 끊기는 게 언제일까	폰	Mobile						
intent_미납요금_조회	나 요금 미납했는데 전화 정지되려나?								
intent_미납요금_조회	나 이달에 미납한 핸드폰 소액결제 요금이 있으면 알려줄래?	소액결제	Micro_Payment	이달	Relative_Month_Present	핸드폰	Mobile		
intent_미납요금_조회	나 이번 달 납부 못 한 로밍 요금 확인해줘	이번 달	Relative_Month_Present	로밍	Roaming				
intent_미납요금_조회	나 이번 달 로밍 요금 중에 연체 내역 좀 보여줘	이번 달	Relative_Month_Present	로밍	Roaming				
intent_미납요금_조회	나 이번 달 연체된 로밍 요금 좀	이번 달	Relative_Month_Present	로밍	Roaming				
intent_미납요금_조회	나 이번 달 요금 중에 로밍 미납 금액 있어?	미납 금액	Payment_Unpaid	이번 달	Relative_Month_Present	로밍	Roaming		
intent_미납요금_조회	나 이번 달에 납부 안 한 로밍 요금 좀 보자	이번 달	Relative_Month_Present	로밍	Roaming				
intent_미납요금_조회	나 이번달 안에 폰 미납료 결제해야 하나?	미납료	Payment_Unpaid	이번달	Relative_Month_Present	폰	Mobile		
intent_미납요금_조회	나 이번달 안에 폰 미납료 내야하는 게 있을까?	미납료	Payment_Unpaid	폰	Mobile	이번 달	Relative_Month_Present		
intent_미납요금_조회	나 이번달 안에 폰 미납료 내야할 게 있는지 궁금해	미납료	Payment_Unpaid	폰	Mobile	이번 달	Relative_Month_Present		
intent_미납요금_조회	나 이번달 안에 폰 연체한 요금이 있는지 알려줘	연체한 요금	Payment_Unpaid	폰	Mobile	이번 달	Relative_Month_Present		
intent_미납요금_조회	나 이번달 안에 휴대폰 미납 요금 결제할 거 있나?	미납 요금	Payment_Unpaid	휴대폰	Mobile	이번 달	Relative_Month_Present		
intent_미납요금_조회	나 이번달 안에 휴대폰 미납 요금 결제해야하는 거 있어?	미납 요금	Payment_Unpaid	휴대폰	Mobile	이번 달	Relative_Month_Present		
intent_미납요금_조회	나 이번달 안에 휴대폰 미납 요금 결제해야할 게 있나?	미납 요금	Payment_Unpaid	휴대폰	Mobile	이번 달	Relative_Month_Present		
intent_미납요금_조회	나 저번 달 미납 로밍 요금 조회할래	저번 달	Relative_Month_Past_1	로밍	Roaming				
intent_미납요금_조회	나 컨텐츠 미납분 있는지 알아봐 줘	컨텐츠	Contents_Payment	미납분	Payment_Unpaid				
intent_미납요금_조회	나 컨텐츠 이용 요금 안 낸 거 있는지 확인 좀	컨텐츠	Contents_Payment						
intent_미납요금_조회	나 폰 미납 요금 결제 언제까지 하면 되나 궁금해	미납 요금	Payment_Unpaid	폰	Mobile				
intent_미납요금_조회	나 폰 미납료 결제일이 언제야?	미납료	Payment_Unpaid	폰	Mobile				
intent_미납요금_조회	나 폰 미납료 납부를 언제까지 하면 될지?	미납료	Payment_Unpaid	폰	Mobile				
intent_미납요금_조회	나 폰 연체된 요금 납부 예정일 좀 가르쳐줄래?	연체된 요금	Payment_Unpaid	폰	Mobile				
intent_미납요금_조회	나 폰 연체한 요금 언제까지 결제하면 되니?	연체한 요금	Payment_Unpaid	폰	Mobile				
intent_미납요금_조회	나 핸드폰 언제부터 못 쓰냐	핸드폰	Mobile						
intent_미납요금_조회	나 핸드폰 연체 납부일 언제냐?	핸드폰	Mobile						
intent_미납요금_조회	나 핸드폰 연체된 거 납부일 언제야?	핸드폰	Mobile						
intent_미납요금_조회	나 핸드폰 연체료 결제 언제까지 하면 되냐?	연체료	Payment_Unpaid	핸드폰	Mobile				
intent_미납요금_조회	나 혹시 아직 납부 못 한 컨텐츠 요금 있어?	컨텐츠	Contents_Payment						
intent_미납요금_조회	나 휴대폰 납부 안 한 요금 언제까지 내야 하는지 알려주라	납부 안 한 요금	Payment_Unpaid	휴대폰	Mobile				
intent_미납요금_조회	나 휴대폰 납부 안 한 요금 언제까지 내야 해?	납부 안 한 요금	Payment_Unpaid	휴대폰	Mobile				
intent_미납요금_조회	나의 휴대폰 요금 연체 금액 지난 달 기준으로 알려줘	연체 금액	Payment_Unpaid	휴대폰	Mobile	지난 달	Relative_Month_Past_1		
intent_미납요금_조회	나한테 밀린 소액결제 요금 확인하는 방법 좀 알려주면 좋겠는데	소액결제	Micro_Payment						
intent_미납요금_조회	날짜가 어떻게 되냐 미납해서 폰 끊기는 거	폰	Mobile						
intent_미납요금_조회	납부 못 한 금액 있는지 볼 수 있나요?	납부 못 한 금액	Payment_Unpaid						
intent_미납요금_조회	납부 못 한 로밍 요금 얼마 있죠?	로밍	Roaming						
intent_미납요금_조회	납부 못 한 로밍 요금 혹시 있나요?	로밍	Roaming						
intent_미납요금_조회	납부 못 한 요금 있는지 확인하고 싶은데요	납부 못 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 못 한 요금 전달 거 알고 싶어요	납부 못 한 요금	Payment_Unpaid	전달	Relative_Month_Past_1				
intent_미납요금_조회	납부 못 한 요금 지난 달 거 조회 부탁해	납부 못 한 요금	Payment_Unpaid	지난 달	Relative_Month_Past_1				
intent_미납요금_조회	납부 못 한 요금 확인하고 싶은데요	납부 못 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 못 한 전달 컨텐츠 요금	전달	Relative_Month_Past_1	컨텐츠	Contents_Payment				
intent_미납요금_조회	납부 못 한 전월 요금 볼 수 있을까요?	전월	Relative_Month_Past_1						
intent_미납요금_조회	납부 못 한 지난 달 요금 보여줘	지난 달	Relative_Month_Past_1						
intent_미납요금_조회	납부 못 한 컨텐츠 요금 어떻게 보는지?	컨텐츠	Contents_Payment						
intent_미납요금_조회	납부 못 한 핸드폰 요금 담달에 얼마 내?	핸드폰	Mobile	담달	Relative_Month_Future_1				
intent_미납요금_조회	납부 아직 못 한 이번 달 로밍 요금 좀 보여줘	이번 달	Relative_Month_Present	로밍	Roaming				
intent_미납요금_조회	납부 아직 안 된 이번 달 로밍 요금	이번 달	Relative_Month_Present	로밍	Roaming				
intent_미납요금_조회	납부 안  된 소액결제 이용요금 확인 좀 할게요	소액결제	Micro_Payment						
intent_미납요금_조회	납부 안  된 소액결제 이용요금이 얼마인지 확인 좀 할게요	소액결제	Micro_Payment						
intent_미납요금_조회	납부 안 된 당월 소액결제 요금이 얼마나 되나요?	소액결제	Micro_Payment	당월	Relative_Month_Present				
intent_미납요금_조회	납부 안 된 당월 소액결제 요금이 얼마나 되는 거야?	소액결제	Micro_Payment	당월	Relative_Month_Present				
intent_미납요금_조회	납부 안 된 로밍 금액 얼마야?	로밍	Roaming						
intent_미납요금_조회	납부 안 된 실시간 로밍 요금	실시간	Present	로밍	Roaming				
intent_미납요금_조회	납부 안 된 요금 다음 달에 나오는 거 확인 어떻게 해요?	납부 안 된 요금	Payment_Unpaid	다음 달	Relative_Month_Future_1				
intent_미납요금_조회	납부 안 된 요금 담달에 얼만지 좀 보려구요	납부 안 된 요금	Payment_Unpaid	담달	Relative_Month_Future_1				
intent_미납요금_조회	납부 안 된 요금 전월 거 확인 가능해?	납부 안 된 요금	Payment_Unpaid	전월	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 된 요금 지금까지 얼만가 조회해 주실 수 있어요?	납부 안 된 요금	Payment_Unpaid	지금	Present				
intent_미납요금_조회	납부 안 된 요금 현재 얼마입니까?	납부 안 된 요금	Payment_Unpaid	현재	Present				
intent_미납요금_조회	납부 안 된 요금은 어떻게 볼 수있어요?	납부 안 된 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 된 요금이 오늘까지 얼마나 되나 조회 좀 도와줘	납부 안 된 요금	Payment_Unpaid	오늘	Relative_Date_Present				
intent_미납요금_조회	납부 안 된 요금이 현재까지 얼마나 되나 보고 싶어요	납부 안 된 요금	Payment_Unpaid	현재	Present				
intent_미납요금_조회	납부 안 된 이달 요금 얼만지 어떻게 봐요?	이달	Relative_Month_Present						
intent_미납요금_조회	납부 안 된 이번 달 로밍 요금	이번 달	Relative_Month_Present	로밍	Roaming				
intent_미납요금_조회	납부 안 된 저번 달 로밍 요금	저번 달	Relative_Month_Past_1	로밍	Roaming				
intent_미납요금_조회	납부 안 된 저번 달 컨텐츠 요금	저번 달	Relative_Month_Past_1	컨텐츠	Contents_Payment				
intent_미납요금_조회	납부 안 된 저번 달 컨텐츠 이용료 조회	저번 달	Relative_Month_Past_1	컨텐츠	Contents_Payment				
intent_미납요금_조회	납부 안 된 전월 요금 조회 어디서 해?	전월	Relative_Month_Past_1						
intent_미납요금_조회	납부 안 된 지난 달 소액결제 요금 조회하기	소액결제	Micro_Payment	지난 달	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 된 지난 달 소액결제 요금 조회하는 방법 부탁해요	소액결제	Micro_Payment	지난 달	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 된 지난 달 소액결제 요금 조회하는 법	소액결제	Micro_Payment	지난 달	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 된 컨텐츠 요금 조회	컨텐츠	Contents_Payment						
intent_미납요금_조회	납부 안 한 금액 얼마인지 문의하고 싶어요	납부 안 한 금액	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 금액 조회좀	납부 안 한 금액	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 금액 조회하려고요	납부 안 한 금액	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 금액 확인하는 방법	납부 안 한 금액	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 금월 소액결제 요금 문의드립니다	소액결제	Micro_Payment	금월	Relative_Month_Present				
intent_미납요금_조회	납부 안 한 금월 소액결제 요금이 정확하게 얼마냐	소액결제	Micro_Payment	금월	Relative_Month_Present				
intent_미납요금_조회	납부 안 한 로밍 요금 얼마인지 확인	로밍	Roaming						
intent_미납요금_조회	납부 안 한 무선 요금 확인할게요	무선	Mobile						
intent_미납요금_조회	납부 안 한 소액결제 요금 지난 달 거 확인해줘	소액결제	Micro_Payment	지난 달	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 한 소액결제 요금이 다음 달 에 나오나요?	소액결제	Micro_Payment	다음 달	Relative_Month_Future_1				
intent_미납요금_조회	납부 안 한 소액결제 요금이 다음 달 에 나오는지 궁금해서요	소액결제	Micro_Payment	다음 달	Relative_Month_Future_1				
intent_미납요금_조회	납부 안 한 요금 납부를 언제까지 하면 될까요?	납부 안 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 요금 다음 달 나오는 거 보려면 어떻게 해요?	납부 안 한 요금	Payment_Unpaid	다음 달	Relative_Month_Future_1				
intent_미납요금_조회	납부 안 한 요금 다음 달 얼마 나오나 조회하는 법 알려주세요	납부 안 한 요금	Payment_Unpaid	다음 달	Relative_Month_Future_1				
intent_미납요금_조회	납부 안 한 요금 다음 달에 얼마 나오는지 조회할게요	납부 안 한 요금	Payment_Unpaid	다음 달	Relative_Month_Future_1				
intent_미납요금_조회	납부 안 한 요금 다음 달에 얼마 나올지 확인해 주실 수 있어요?	납부 안 한 요금	Payment_Unpaid	다음 달	Relative_Month_Future_1				
intent_미납요금_조회	납부 안 한 요금 담달에 얼마 나오나 보여주세요	납부 안 한 요금	Payment_Unpaid	담달	Relative_Month_Future_1				
intent_미납요금_조회	납부 안 한 요금 있는지 조회 가능요?	납부 안 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 요금 있는지 조회 가능한 건지?	납부 안 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 요금 있는지 조회 가능할까?	납부 안 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 요금 있는지 조회 가능해요?	납부 안 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 요금 있는지 확인하려고 합니다	납부 안 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 요금 저번 달 거 볼게요	납부 안 한 요금	Payment_Unpaid	저번 달	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 한 요금 저번 달 거 조회해 주실 수 있나요?	납부 안 한 요금	Payment_Unpaid	저번 달	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 한 요금 전달 거 확인 부탁드려요	납부 안 한 요금	Payment_Unpaid	전달	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 한 요금 전월 거 보여주세요	납부 안 한 요금	Payment_Unpaid	전월	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 한 요금 조회 부탁드려요	납부 안 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 요금 지금까지 얼만지 보려면 어떻게 해요?	납부 안 한 요금	Payment_Unpaid	지금	Present				
intent_미납요금_조회	납부 안 한 요금 지금까지 얼만지 보여줘	납부 안 한 요금	Payment_Unpaid	지금	Present				
intent_미납요금_조회	납부 안 한 요금 지금까지 얼만지 보자	납부 안 한 요금	Payment_Unpaid	지금	Present				
intent_미납요금_조회	납부 안 한 요금 지난 달 거 알려주실 수 있어요?	납부 안 한 요금	Payment_Unpaid	지난 달	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 한 요금 지난 달 거 조회 부탁해요	납부 안 한 요금 	Payment_Unpaid	지난 달	Relative_Month_Past_1				
intent_미납요금_조회	납부 안 한 요금 확인돼?	납부 안 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 요금이 좀 되는데 그럼 핸드폰 끊기는 건가요?	납부 안 한 요금	Payment_Unpaid						
intent_미납요금_조회	납부 안 한 이번 달 요금 확인 어떻게 하나요?	이번 달	Relative_Month_Present						
intent_미납요금_조회	납부 안 한 저번 달 요금 확인 어디서 가능해요?	저번 달	Relative_Month_Past_1						
intent_미납요금_조회	납부 안 한 저번 달 컨텐츠 이용료	저번 달	Relative_Month_Past_1	컨텐츠	Contents_Payment				
intent_미납요금_조회	납부 안 한 지난 달 요금 볼게요	지난 달	Relative_Month_Past_1						
intent_미납요금_조회	납부 안 한 컨텐츠 요금 확인 방법	컨텐츠	Contents_Payment						
intent_미납요금_조회	납부 안 한 폰 요금 실시간으로 확인을 원합니다	폰	Mobile	실시간	Present				
intent_미납요금_조회	납부 안 한 폰 요금 안내 부탁해요	폰	Mobile						
intent_미납요금_조회	납부 안 한 폰 요금이 어느 정도 될지요?	폰	Mobile						
intent_미납요금_조회	납부 안 한 핸드폰 요금 어느 정도인지 알고 싶어요	핸드폰	Mobile						
intent_미납요금_조회	납부 안 한 핸드폰 요금 어디서 보는지 알려 주시길 부탁드립니다	핸드폰	Mobile						
intent_미납요금_조회	납부 안 한 핸드폰 요금을 보려면 어떻게 해야 하나요?	핸드폰	Mobile						
intent_미납요금_조회	납부 안 한 휴대폰 요금 결제 언제까지 하면 됩니까?	휴대폰	Mobile						
intent_미납요금_조회	납부하지 않은 로밍 요금 오늘까지 얼마인지 알 수 있나요?	오늘	Relative_Date_Present	로밍	Roaming				
intent_미납요금_조회	납부하지 않은 무선 요금은 어디에서 볼 수 있죠?	무선	Mobile						
intent_미납요금_조회	납부하지 않은 무선 요금이 얼마나 될지 알려 주세요	무선	Mobile						
intent_미납요금_조회	납부하지 않은 무선 요금이 있나요?	무선	Mobile						
intent_미납요금_조회	납부하지 않은 요금 보여줄 수 있어?	납부하지 않은 요금	Payment_Unpaid						
intent_미납요금_조회	납부하지 않은 요금 얼마 정도 될까 궁금해요	납부하지 않은 요금	Payment_Unpaid						
intent_미납요금_조회	납부하지 않은 요금 지금까지 얼마나 되는지 조회 부탁드려요	납부하지 않은 요금	Payment_Unpaid	지금	Present				
intent_미납요금_조회	납부하지 않은 요금 현재 얼마나 되는지 확인하려면?	납부하지 않은 요금	Payment_Unpaid	현재	Present				
intent_미납요금_조회	납부하지 않은 요금 확인해 주실 수 있나요?	납부하지 않은 요금	Payment_Unpaid						
intent_미납요금_조회	납부하지 않은 이번 달 핸드폰 소액결제 요금 얼마니	소액결제	Micro_Payment	이번 달	Relative_Month_Present	핸드폰	Mobile		
intent_미납요금_조회	납부하지 않은 이번 달 핸드폰 소액결제 요금이 얼마인지 알 수 있을까?	소액결제	Micro_Payment	이번 달	Relative_Month_Present	핸드폰	Mobile		
intent_미납요금_조회	납부하지 않은 지난달 소액결제 요금이 어떻게 돼요?	소액결제	Micro_Payment	지난달	Relative_Month_Past_1				
intent_미납요금_조회	납부하지 않은 지난달 소액결제 요금이 어떻게 될까요	소액결제	Micro_Payment	지난달	Relative_Month_Past_1				
intent_미납요금_조회	납부하지 않은 폰 요금 이달에 얼마나 돼?	폰	Mobile	이달	Relative_Month_Present				
intent_미납요금_조회	납부하지 않은 폰 요금이 얼마나 되는지 보여줘	폰	Mobile						
intent_미납요금_조회	납부하지 않은 폰 요금이 있는지 안내해 주세요	폰	Mobile						
intent_미납요금_조회	납부하지 않은 핸드폰 요금 이달 기준으로 얼마나 되는지 알려 주세요	핸드폰	Mobile	이달	Relative_Month_Present				
intent_미납요금_조회	납부하지 않은 핸드폰 요금 확인하고 싶습니다	핸드폰	Mobile						
